user_index,user_id,password,gender,age_group,cheese_texture,buy_count
36415,3314335,1,1,2,1,1
26971,6226358,1,1,3,1,3
25498,3654364,1,1,5,1,1
33247,1359085,1,1,4,3,1
28064,6038182,1,1,3,1,1
28637,6583345,1,1,4,1,1
28197,1260412,1,1,3,1,1
35086,5195432,1,0,2,1,1
1697,4887399,1,1,2,1,1
16272,6413606,1,1,2,1,2
35341,6541972,1,1,2,1,1
5579,1007525,1,1,1,1,1
23593,2555808,1,1,3,1,1
34145,1106564,1,1,2,1,1
20176,1668106,1,0,3,3,1
20424,1010286,1,0,1,4,1
8404,3514840,1,0,1,1,1
12249,3125859,1,1,2,1,1
12878,1302784,1,0,5,2,1
24898,5968308,1,1,3,1,1
25524,9084,1,1,3,3,1
28552,6567495,1,1,3,1,1
25417,987724,1,1,5,1,1
6518,6530731,1,0,3,1,1
27637,5672057,1,1,3,4,1
36019,2181176,1,1,3,1,1
7344,4677360,1,1,2,2,1
21537,1177048,1,1,4,4,2
29521,2960145,1,1,2,4,2
28434,3545398,1,0,4,1,1
12335,4450195,1,1,2,1,1
16270,3153034,1,1,1,1,3
2749,3045980,1,1,2,1,5
8312,1258368,1,1,4,1,2
19285,4264764,1,1,3,1,2
7846,552434,1,1,4,1,1
10210,1687193,1,1,3,1,1
19594,2358840,1,1,2,1,2
7909,5519616,1,1,2,1,1
2016,6364456,1,1,3,1,1
5212,3945468,1,1,2,1,1
25080,989722,1,1,2,1,1
29306,6379821,1,1,3,1,1
11982,3956140,1,0,3,1,1
30755,6267037,1,1,2,1,1
7073,2721468,1,1,2,1,1
8422,6457108,1,1,2,1,1
13102,865684,1,1,2,1,3
27093,3246983,1,1,2,1,2
34090,4507189,1,1,1,1,1
18105,2654949,1,1,2,1,1
36648,6163439,1,1,3,4,2
17098,4383996,1,1,2,1,1
29269,2574360,1,1,2,1,9
34896,5578119,1,1,2,3,2
31270,4574842,1,1,4,1,1
11167,5926650,1,1,1,4,1
25155,418534,1,1,3,1,1
14735,5975352,1,0,2,1,1
10438,1196180,1,1,2,1,1
34681,836588,1,1,3,1,17
7333,6434234,1,1,3,1,1
21485,7793,1,1,2,4,2
5096,2785328,1,1,2,3,1
14133,2141910,1,0,5,4,1
19016,1615269,1,1,2,1,4
3908,5075929,1,1,2,1,2
30267,5342672,1,1,3,1,1
32663,3646744,1,1,1,1,1
16814,4830740,1,1,2,2,1
28497,1940066,1,1,3,1,1
23875,4271311,1,0,3,2,1
29275,1884418,1,0,2,1,6
14913,2988835,1,0,4,4,1
13458,4688364,1,1,3,1,1
14616,5712436,1,1,3,1,1
30173,828534,1,0,2,1,1
27123,6240364,1,1,2,1,10
30304,4593971,1,1,2,1,3
30249,4073638,1,1,2,1,1
9529,2945496,1,1,3,1,2
35322,3727490,1,1,3,1,1
13376,4093356,1,1,2,4,1
18523,1939112,1,1,4,1,1
8130,1462691,1,1,2,4,1
3279,6286266,1,0,4,2,1
16357,4460716,1,0,3,1,1
22193,1669373,1,1,2,1,1
18704,1099392,1,1,3,2,2
6623,6542584,1,1,4,1,1
11309,31702,1,1,3,1,1
23287,2369744,1,1,2,1,1
16465,6430093,1,1,3,1,2
19873,4328418,1,1,3,1,2
23533,6248765,1,1,3,1,1
28906,4490026,1,1,4,1,1
18096,1276984,1,1,2,1,1
25656,722609,1,1,3,1,2
26208,5545457,1,1,3,1,1
23608,691393,1,1,3,4,4
27148,4597327,1,1,5,1,2
30303,4706888,1,0,5,1,1
14432,5505547,1,1,2,1,10
11739,2850709,1,1,2,1,1
23771,593251,1,0,4,1,2
33501,4560519,1,0,2,2,6
7466,1394492,1,1,2,1,3
35462,658114,1,1,2,1,1
26523,3420035,1,1,3,3,5
21712,1531412,1,1,4,4,1
20822,5062845,1,1,2,1,1
15224,6182660,1,1,3,1,2
26886,2511340,1,1,3,1,1
30438,3903287,1,0,4,1,1
27247,5212292,1,1,2,1,2
21788,2205039,1,0,2,1,1
31998,1486357,1,1,2,1,1
27157,722334,1,1,2,1,1
15839,3742703,1,1,1,1,1
6194,3857583,1,1,2,2,1
35357,2289833,1,1,2,1,1
13897,6388139,1,0,2,1,1
24429,5732335,1,0,1,1,2
12597,4176036,1,1,3,1,2
23265,1679076,1,1,2,3,100
31299,638573,1,0,1,1,1
7871,5134370,1,1,3,1,1
32040,4972173,1,1,1,1,3
31516,5508112,1,1,2,1,1
33196,6570130,1,1,2,3,1
1003,3757714,1,0,3,3,1
31456,218206,1,0,3,1,1
11907,2794674,1,0,3,1,5
28431,1293888,1,1,2,1,1
3445,5859533,1,1,3,1,1
30863,2002477,1,1,3,1,4
5281,3514078,1,1,1,1,2
26384,446779,1,1,2,2,1
26171,6457851,1,1,3,1,1
27013,5463237,1,1,2,1,2
27681,992351,1,1,3,1,1
13708,6212022,1,1,3,1,1
18524,3463056,1,1,2,1,1
29143,3910436,1,1,3,4,1
14445,6338267,1,1,3,1,10
27502,694860,1,1,3,1,1
25035,2130244,1,1,2,2,1
1512,140506,1,1,2,1,30
5177,5954018,1,1,2,1,2
22455,4630706,1,1,3,1,1
1042,1799518,1,1,3,1,1
14031,3878758,1,1,3,1,2
11631,5864178,1,1,2,1,1
27658,6405771,1,1,3,1,1
13590,1665154,1,1,2,1,2
33988,1781910,1,1,4,1,1
4822,1481144,1,1,3,1,2
15553,2469982,1,1,3,1,2
22603,4377589,1,1,4,3,1
30312,3827071,1,0,2,1,1
27573,3542914,1,1,3,1,1
24553,2157081,1,1,3,1,1
2242,3513507,1,1,3,1,1
4042,2585392,1,1,3,1,1
36179,6060253,1,1,3,1,1
11426,4483052,1,1,3,4,3
27128,425652,1,1,4,1,5
8617,1609488,1,1,3,4,1
15809,1293817,1,1,3,1,2
23843,3896732,1,0,3,1,1
31965,854771,1,1,2,1,1
11587,3885900,1,1,3,1,30
19747,2148695,1,1,1,1,2
35095,1088960,1,1,3,2,1
21875,6196175,1,0,3,1,1
31112,180182,1,1,2,1,1
15163,5952988,1,1,3,1,1
30154,1583011,1,1,2,1,1
24068,5452768,1,1,3,1,1
3289,3199585,1,1,3,1,1
5239,75589,1,1,2,1,1
14470,3375288,1,1,1,1,2
5708,1624212,1,1,3,1,10
23476,4753178,1,1,2,1,1
17370,5418506,1,1,2,1,1
4527,1174878,1,1,3,1,3
13856,5147976,1,1,1,1,1
12161,4626899,1,1,2,1,1
10619,470714,1,1,2,3,1
35602,653395,1,1,3,1,1
27031,5566613,1,1,3,1,5
32881,1154719,1,1,2,1,1
27244,4174148,1,1,3,1,3
22438,4856091,1,1,2,1,1
23324,5867927,1,1,2,1,1
3100,4063947,1,1,3,1,1
11576,5851241,1,1,3,1,1
8889,4201482,1,1,3,1,1
17995,2682711,1,1,3,1,1
9146,5663376,1,1,2,1,2
16976,259331,1,1,3,2,1
23527,6170016,1,1,2,1,1
26817,3299779,1,1,2,1,1
6299,3031509,1,1,3,1,1
5531,3261709,1,1,3,1,2
18714,4537662,1,1,3,2,1
18938,4378989,1,1,2,1,4
14204,121490,1,1,3,1,1
6171,195680,1,1,2,2,1
24832,1928923,1,1,3,4,1
17459,3156693,1,1,3,1,3
9255,2269372,1,1,3,1,1
30996,3824557,1,1,1,1,1
16866,1293310,1,0,3,2,1
21892,3746056,1,1,2,1,1
102,4675171,1,1,2,2,2
12851,499213,1,1,2,2,1
36122,2202693,1,1,2,1,1
4872,6343323,1,1,3,1,1
8354,6230489,1,1,3,1,5
18620,1473705,1,1,2,1,1
20355,4012356,1,1,2,1,10
14648,5753382,1,1,3,1,1
12371,5930607,1,1,2,1,2
15155,6481917,1,1,2,1,1
2910,1859968,1,1,4,1,1
18486,3388429,1,1,2,1,1
31765,4167059,1,1,3,1,1
35210,1492741,1,1,3,1,1
36147,3804421,1,1,2,1,1
19997,2528668,1,1,2,1,2
11409,3175755,1,1,2,1,1
4301,4582922,1,0,2,4,30
33440,2187090,1,1,1,3,1
34854,3190860,1,0,1,3,1
18082,6027011,1,0,3,2,1
3823,3868195,1,1,4,1,1
25048,6446466,1,1,2,2,1
18931,5990530,1,1,1,1,1
34523,4556705,1,1,4,1,5
27682,1803567,1,0,3,1,1
36540,6211073,1,0,2,1,1
30483,4773819,1,1,4,1,1
9084,2835701,1,1,3,1,1
17081,487999,1,1,2,1,2
2930,5399004,1,1,3,1,2
20266,665426,1,1,2,2,1
24891,2579829,1,1,2,1,1
30893,4892793,1,1,2,1,1
8630,239288,1,1,3,4,1
5223,3935546,1,1,1,1,2
30047,3890013,1,1,3,1,1
25152,998618,1,1,3,1,1
32543,2691347,1,1,2,1,1
21518,5128168,1,1,1,4,2
2867,4516945,1,0,5,1,1
18410,1659290,1,1,3,1,1
15524,265532,1,1,2,1,15
26180,783084,1,0,3,1,1
23334,2144253,1,1,2,1,7
35769,4277628,1,1,2,1,1
2189,6275480,1,1,3,2,1
29233,1656665,1,1,2,1,1
16294,3423530,1,1,1,1,4
3068,3306445,1,0,2,1,1
26362,4406498,1,1,2,2,1
3855,6379987,1,1,3,1,1
9351,5485116,1,1,4,1,1
28147,2919505,1,1,3,1,1
27801,2986365,1,1,1,1,1
7005,6349001,1,0,3,2,1
22897,2769169,1,1,2,1,4
21235,994576,1,1,2,1,10
15213,5200492,1,1,3,1,2
14069,6495085,1,1,2,1,4
12752,5774316,1,0,3,1,2
13377,3020844,1,1,5,4,1
20344,4808634,1,1,1,1,3
31590,2569420,1,1,2,1,1
3576,1594996,1,1,3,1,1
19042,2728945,1,1,2,1,1
12170,5597401,1,1,2,1,1
1760,1327970,1,1,3,1,1
36354,3626946,1,1,3,1,1
1647,6326632,1,1,3,1,3
23506,4349626,1,1,2,1,2
35914,1739052,1,1,4,1,1
1758,5996780,1,1,2,1,2
30926,1850461,1,1,3,1,1
14599,1003775,1,1,3,1,1
33916,382841,1,1,2,1,1
14612,1688130,1,1,3,1,1
1455,5943677,1,1,3,1,1
19348,4268939,1,1,2,4,1
18383,4451677,1,1,2,1,1
4634,3202334,1,1,3,1,1
29848,746199,1,1,3,1,1
32750,1551803,1,1,2,1,1
13030,4408985,1,1,2,3,1
36726,1734843,1,0,3,1,4
10810,353756,1,1,3,2,1
25201,1223223,1,1,3,2,1
13530,1637243,1,1,3,1,2
28361,1969996,1,0,3,1,1
20691,1161274,1,1,2,1,4
1369,4134010,1,0,3,1,2
16768,5002663,1,1,3,2,1
36748,4647007,1,1,4,1,1
24064,3057676,1,1,3,4,1
2170,2596540,1,1,2,1,1
20571,5533262,1,1,3,1,10
9883,3520838,1,1,1,1,1
33419,6458875,1,1,3,1,1
27370,2343485,1,1,3,1,1
22389,528699,1,0,3,1,1
30308,4645837,1,0,4,1,1
32279,6197948,1,1,3,1,1
24523,563032,1,1,2,1,2
7569,5077742,1,1,1,1,1
32852,1978377,1,1,3,1,1
5414,6149549,1,1,3,1,1
1925,6066434,1,1,1,4,1
20777,1031460,1,0,2,1,1
34040,5410642,1,1,3,1,1
32181,1917769,1,1,2,1,1
27053,6023027,1,1,3,1,2
7727,2613589,1,0,3,1,7
27695,1375295,1,1,3,1,2
19295,2842846,1,0,2,1,1
2570,2241669,1,1,2,1,1
27803,3270945,1,0,3,1,1
35618,1182246,1,1,2,1,1
19686,4399234,1,1,3,1,2
28800,4837307,1,1,1,1,1
7266,2369852,1,1,3,1,3
15078,2825618,1,1,2,1,1
31267,2637437,1,1,3,1,1
16219,1362670,1,1,5,1,3
17935,1709413,1,0,3,1,1
14635,1413018,1,1,2,1,1
4561,4583490,1,1,2,1,1
10917,3831865,1,1,3,2,1
28725,2689265,1,1,2,1,1
10061,3164487,1,1,2,1,2
2706,3197063,1,1,2,2,1
36684,718647,1,0,3,4,10
27146,5888977,1,1,2,1,1
24903,1343245,1,1,2,1,1
24678,5238292,1,1,3,1,1
1429,2350219,1,1,2,3,7
30872,5788709,1,1,2,1,1
18817,2612364,1,1,2,1,1
10867,5621926,1,1,4,2,1
4888,5769126,1,1,2,1,2
21687,577904,1,0,2,4,1
22246,2049619,1,0,2,1,1
7618,3722997,1,1,2,1,3
27853,3248171,1,1,3,1,1
28916,5135799,1,0,4,1,1
29310,803377,1,1,4,1,1
17420,6096949,1,1,3,1,7
2473,6386956,1,1,2,1,1
5187,4612852,1,1,2,1,1
14962,1371514,1,1,2,2,3
2523,5697062,1,1,2,1,1
27808,5332768,1,1,2,1,1
21197,6364283,1,1,1,1,2
30169,691122,1,1,3,1,1
21667,1665545,1,1,3,4,1
7541,304143,1,1,1,1,1
22284,3754689,1,1,3,1,1
23358,1951266,1,1,3,2,1
31338,777968,1,1,2,1,1
3917,2223015,1,1,2,1,1
27367,6106887,1,1,2,1,1
8670,5553736,1,1,1,2,1
12718,2909957,1,1,2,2,1
1013,1464357,1,1,2,1,2
36377,4779884,1,1,4,1,1
27550,24452,1,1,3,1,1
13067,603322,1,1,3,1,2
31392,4218706,1,1,2,1,1
5792,6161931,1,1,2,1,1
6753,2222707,1,1,3,1,1
9908,3264123,1,1,4,1,1
25723,2767969,1,1,3,1,2
35132,6482703,1,1,2,3,1
3900,5827734,1,1,2,1,1
28386,3460286,1,1,1,1,1
20331,1808560,1,1,2,1,1
1796,6082465,1,1,3,1,1
15521,2476151,1,1,3,1,4
2142,5831870,1,1,2,2,1
19756,1607642,1,1,1,1,2
12572,140276,1,1,2,1,10
17999,679350,1,1,2,1,1
19507,5395166,1,1,2,1,2
2051,1840632,1,1,2,1,1
11321,5795871,1,1,2,3,1
8257,531050,1,1,3,4,1
5315,6330256,1,1,2,1,40
6074,174629,1,1,3,1,1
5691,3307687,1,1,2,1,2
7711,6063343,1,1,3,1,1
11649,921491,1,1,2,1,1
11037,5922449,1,0,3,2,1
28206,3614941,1,1,3,1,2
5965,4081519,1,1,2,1,1
6393,6245346,1,1,2,1,1
25513,4397375,1,1,3,2,1
28139,4445955,1,0,2,1,1
14930,4783276,1,1,3,4,1
19773,5146352,1,1,2,1,1
3473,6135669,1,0,2,1,2
2312,3628291,1,0,2,2,1
8166,1355283,1,1,3,3,1
12082,743464,1,1,2,1,1
31096,6175965,1,1,1,1,1
9171,6332884,1,1,2,1,2
15108,6290730,1,1,2,1,1
6154,4411641,1,1,2,4,1
16674,3912428,1,1,3,2,1
26108,6500531,1,1,1,4,1
5178,5954018,1,1,2,1,2
18968,4089735,1,1,2,1,1
31058,962644,1,1,2,1,2
4776,1707750,1,1,2,1,1
5325,5868894,1,1,3,1,4
9776,5015315,1,1,3,1,1
35148,5049066,1,1,2,1,1
3014,11524,1,1,3,1,1
35052,3012847,1,1,3,1,1
560,2594530,1,1,2,3,1
29549,5362280,1,1,3,1,2
35553,6150795,1,1,3,1,1
22945,2088083,1,1,3,4,1
36,6201197,1,1,1,6,1
22663,3001000,1,1,3,4,1
18669,3927790,1,1,3,2,1
7230,3780340,1,1,1,1,15
23958,1778053,1,1,3,3,1
31494,2640638,1,0,4,1,1
14243,4722457,1,1,2,1,1
32034,3624179,1,0,2,1,1
27635,3670144,1,1,3,2,1
21036,1572266,1,1,2,1,1
16933,5207148,1,1,3,1,1
14367,5382365,1,1,1,1,2
31049,5740806,1,0,2,1,1
10289,163162,1,1,4,1,1
15101,336010,1,1,2,1,1
34852,3540507,1,1,5,3,1
26851,4502171,1,1,3,1,1
15495,3237899,1,1,2,1,5
1899,2074689,1,1,2,1,1
6429,1157134,1,1,2,1,2
16582,3548942,1,1,1,2,1
25492,1369248,1,1,2,1,1
3668,4633552,1,1,2,1,1
6839,3421669,1,1,4,4,1
22157,5937490,1,1,3,1,1
16821,1646607,1,1,2,2,1
18259,2100883,1,1,5,1,1
25946,3059420,1,1,2,1,1
3268,2062356,1,1,4,1,2
15490,5901920,1,0,2,1,1
29881,3750824,1,1,3,1,1
31070,2802140,1,0,2,1,6
17784,4284004,1,1,2,1,1
10282,129610,1,1,3,1,1
14215,2155091,1,0,3,1,1
36742,5186374,1,0,3,1,1
17258,761311,1,1,4,3,2
26730,3242599,1,1,3,1,1
14614,4038689,1,0,2,1,3
26387,1864797,1,0,5,2,1
31700,2874835,1,1,2,1,1
32786,6541470,1,1,1,1,1
615,919734,1,0,2,1,2
5447,3427547,1,1,2,1,3
12215,5486840,1,1,3,1,1
5041,5732171,1,1,2,1,1
12794,3481949,1,1,2,1,2
10346,4395543,1,0,3,1,1
31217,5056820,1,1,2,1,1
8798,2495534,1,1,3,3,2
29268,2574360,1,1,2,1,9
9993,3786479,1,1,4,1,1
32145,5517281,1,1,2,1,1
20044,3229052,1,1,1,1,2
10574,4150440,1,1,4,4,1
20061,849998,1,1,4,1,1
33283,2709608,1,1,2,3,1
25633,24694,1,1,2,4,1
3751,823280,1,1,1,1,1
33194,3515042,1,1,1,3,1
7634,5135391,1,1,3,1,1
36819,1228816,1,1,2,2,1
35096,316792,1,1,1,2,1
2958,3623286,1,1,3,1,3
23271,5618543,1,1,2,1,1
3126,544921,1,1,3,1,1
8211,5849500,1,1,2,4,1
14626,4558487,1,1,3,1,1
28620,2592820,1,1,2,1,1
4382,3709432,1,1,2,1,5
12554,3685500,1,1,1,1,1
12289,4566644,1,1,3,1,2
5731,4123181,1,1,3,2,14
12551,1430808,1,0,2,1,3
20764,2249611,1,0,3,1,2
15018,4912413,1,1,2,1,1
17417,6096949,1,1,3,1,5
6745,5219987,1,1,2,1,1
33096,6548370,1,0,4,3,1
28444,2211095,1,0,2,1,1
14677,5202634,1,1,3,1,2
3160,577020,1,0,1,1,2
28678,2335334,1,1,4,1,1
17192,2461805,1,1,3,1,1
880,6577044,1,1,3,4,2
35577,1533238,1,1,2,1,1
13822,2339265,1,1,3,1,1
29629,1732829,1,1,2,1,2
34385,1290489,1,1,2,1,1
8084,5573394,1,1,3,1,1
26456,1206397,1,1,3,1,2
2922,3975646,1,1,4,1,2
8247,598846,1,1,2,4,1
14766,4058361,1,1,2,1,1
10575,5331619,1,1,2,4,1
18209,1681609,1,1,3,1,1
30121,4372791,1,1,4,1,1
16753,162039,1,1,3,2,1
7627,1246354,1,1,1,1,1
28216,4570458,1,0,2,1,1
19096,5405210,1,0,2,1,1
27877,6052709,1,0,2,1,1
34415,47412,1,1,4,1,2
20724,2810586,1,1,3,1,2
2446,3069978,1,0,2,1,1
27127,425652,1,1,4,1,5
9449,2373696,1,1,2,1,2
7215,5993927,1,1,4,1,1
8268,6372106,1,1,3,1,1
21015,3087474,1,0,4,1,5
20153,5447489,1,1,3,1,1
28399,4633878,1,1,1,1,1
29670,4899347,1,1,3,1,1
16248,4068298,1,0,4,1,5
800,2572874,1,1,3,1,1
34358,2098289,1,1,1,1,12
34561,4120870,1,1,1,1,3
10887,336475,1,0,3,1,2
3506,59071,1,1,2,1,1
17416,6096949,1,1,3,1,5
28418,5567668,1,0,3,1,2
87,797287,1,1,3,2,2
21461,4111568,1,1,2,4,3
13450,6118456,1,1,1,3,1
25103,10818,1,1,5,2,4
29055,2613173,1,1,3,4,1
16242,4916350,1,1,3,1,1
29589,1398681,1,0,5,1,6
17248,5668374,1,0,1,3,13
4516,622647,1,1,3,1,1
15605,2074456,1,1,3,1,2
2505,1183573,1,1,3,1,1
24946,4155725,1,0,4,1,1
3691,6342616,1,1,4,4,2
16033,5102853,1,1,4,1,2
28411,2803806,1,0,4,1,1
6743,5772340,1,1,2,1,2
32343,1767904,1,1,2,1,1
7031,1747059,1,0,2,1,5
30823,5053494,1,1,2,1,2
6273,3061809,1,1,3,1,1
33791,1049683,1,1,3,1,1
13320,3189975,1,1,3,1,1
28755,5230356,1,1,5,1,1
2228,5889112,1,1,3,1,1
23770,593251,1,0,4,1,2
30710,4525817,1,1,3,1,1
4154,5735309,1,1,3,1,3
15511,5444196,1,1,3,1,1
25515,3682775,1,1,3,2,1
33082,761989,1,1,3,1,1
29917,3731871,1,1,4,1,1
22855,1909989,1,1,1,1,12
23676,3792549,1,0,4,2,6
32302,4287317,1,1,2,1,1
28303,983768,1,1,3,1,2
1243,1231473,1,1,3,1,1
30449,3972928,1,1,2,1,1
30216,6070596,1,0,2,1,1
25115,6292595,1,1,3,1,1
22970,413349,1,0,4,1,1
25630,6271490,1,1,2,4,1
2573,5207956,1,1,1,3,1
328,4024794,1,1,4,4,3
10958,2593586,1,1,3,2,1
32960,2515024,1,0,2,1,1
9814,384032,1,1,3,1,3
28845,4624832,1,1,3,1,1
30461,4028489,1,1,2,1,2
5062,2674577,1,1,3,1,4
32334,6301883,1,1,2,1,1
32858,2059032,1,0,2,1,1
759,237033,1,1,3,1,1
6322,1215602,1,1,3,1,5
19836,1803617,1,1,3,1,1
27625,1998858,1,1,3,1,3
7384,4115359,1,1,2,1,1
12810,2151167,1,1,2,1,1
18533,3648016,1,1,2,2,1
1416,1244478,1,1,2,3,2
3036,3775275,1,1,3,1,1
4513,3416632,1,0,2,1,1
29024,6406865,1,1,2,4,2
35572,918193,1,1,2,1,1
21704,6033539,1,0,3,4,1
17121,3803635,1,1,2,2,1
20276,728915,1,1,2,1,1
14083,6491637,1,1,3,1,1
3253,2054039,1,0,2,1,1
15458,853686,1,1,4,4,3
19722,4575056,1,1,2,1,2
35611,399621,1,0,3,1,1
29473,4129980,1,1,1,2,2
22802,1780829,1,1,1,4,1
338,1629464,1,1,2,3,1
35670,4800727,1,1,2,1,1
13947,5456480,1,1,2,4,1
32268,3511852,1,1,3,1,2
35948,1814198,1,1,3,1,1
26203,5849583,1,0,3,1,1
33459,1079194,1,0,2,1,1
31867,2994820,1,0,3,1,1
486,2802572,1,1,3,1,1
22581,2498514,1,1,3,3,2
4633,275363,1,1,2,1,1
35091,4217194,1,1,3,1,1
16967,1401574,1,1,2,2,1
25754,6269915,1,1,3,1,3
18692,4063024,1,1,3,2,1
36480,5345431,1,1,3,1,1
28267,3261154,1,1,3,1,1
18275,2457605,1,0,2,1,1
20485,4004566,1,1,4,1,10
23128,6368336,1,1,3,4,1
34591,2332411,1,1,3,1,4
35583,4828726,1,0,4,1,1
16857,379197,1,1,3,2,2
2936,428172,1,1,3,1,1
5467,3454365,1,1,2,1,2
16590,442253,1,1,4,2,1
19624,2982981,1,1,2,1,1
6814,5425618,1,1,1,1,1
11843,4628270,1,1,2,1,1
10122,3231375,1,1,2,1,1
2310,4422596,1,1,2,2,1
34401,571674,1,1,3,1,1
16488,2779505,1,0,3,1,1
20448,6169564,1,1,3,1,1
9819,4420180,1,1,2,1,1
18065,1616056,1,1,3,1,2
14516,1465192,1,1,1,1,5
14416,467802,1,1,1,1,5
17485,5900313,1,1,3,1,2
6824,1107600,1,1,4,1,1
35535,399403,1,1,2,1,1
5887,4931140,1,1,3,1,2
13378,3020844,1,1,5,4,1
16706,750677,1,1,2,2,1
18009,2762818,1,0,1,1,1
36561,5685559,1,1,3,1,1
35880,2895028,1,1,3,1,1
1330,6319175,1,0,3,4,1
4299,4828619,1,1,3,2,2
17985,1287156,1,1,2,1,1
6042,1012513,1,1,3,1,1
22617,3421845,1,1,2,1,1
1412,6381581,1,1,4,3,2
8843,2276589,1,0,3,2,2
20173,1946757,1,1,1,1,1
6692,4251381,1,1,3,1,2
36006,2156049,1,1,2,1,1
3556,2304227,1,0,3,1,1
4532,1174878,1,1,3,1,3
36657,1262728,1,1,3,4,2
34784,250274,1,1,3,3,1
33039,165198,1,1,2,1,2
15622,486996,1,0,2,1,2
12093,287418,1,1,1,1,1
1618,614994,1,1,3,2,1
31770,541185,1,1,3,1,1
20236,4037506,1,1,2,1,3
7965,6531479,1,1,3,3,1
13673,5871907,1,1,2,1,1
22400,5174851,1,1,3,1,1
10095,3812032,1,0,2,1,1
7793,6193844,1,1,3,1,1
13504,1248281,1,1,2,1,6
35402,2415752,1,1,2,1,1
5875,2228547,1,1,2,1,1
27839,6126950,1,0,4,1,1
26065,5536070,1,1,3,1,1
28013,1127602,1,0,3,1,1
7341,3060695,1,1,4,1,1
5172,5954018,1,1,2,1,1
20157,3018449,1,1,3,1,1
20795,1236640,1,1,2,1,4
23723,901983,1,1,3,3,1
36793,6186615,1,1,3,1,2
26650,2120236,1,1,3,4,2
7343,4226987,1,1,3,2,1
7826,2497602,1,1,3,1,1
32549,3202567,1,0,2,1,1
31574,455067,1,1,3,1,1
36816,4465323,1,1,2,1,1
30809,1379917,1,1,2,1,1
1613,1176677,1,0,3,2,5
13580,2761872,1,1,5,1,1
29660,792503,1,0,4,1,5
14200,2684595,1,1,2,1,2
5665,1654070,1,0,2,1,2
21511,4561082,1,1,2,4,2
10900,6244386,1,1,3,2,1
30955,5278529,1,1,2,1,1
19442,42435,1,1,2,1,2
27328,3344515,1,1,3,4,1
2106,6072098,1,1,3,1,2
22014,547650,1,1,3,1,1
761,6091538,1,1,3,1,1
493,6014305,1,1,4,3,1
6077,3694701,1,1,2,1,1
15664,5802723,1,1,4,1,3
14370,314909,1,1,1,1,5
27191,2562052,1,1,2,1,6
10025,5249673,1,1,1,1,1
9792,5940926,1,1,3,1,1
16045,3925391,1,0,2,1,3
26565,2095620,1,1,3,1,1
3334,6415185,1,1,2,1,1
30299,429468,1,1,3,1,1
29989,2828907,1,1,2,1,2
22900,2769169,1,1,2,1,1
30159,6431624,1,1,3,1,1
19082,2921613,1,1,3,4,1
9642,4953057,1,1,1,1,1
3460,1435673,1,1,2,1,14
9925,5662163,1,1,4,1,1
33829,4867338,1,1,2,1,1
1748,4519416,1,1,5,1,1
20146,6514736,1,1,2,1,1
20942,267112,1,1,3,1,6
25762,3921267,1,1,5,1,2
16944,4695446,1,1,3,2,1
34648,3036872,1,0,1,1,30
36545,5184081,1,1,2,1,1
31889,305139,1,1,2,1,1
36442,5405628,1,1,3,1,1
16526,5519399,1,1,3,2,2
15740,1527928,1,1,2,1,3
8515,2678056,1,1,2,4,1
26584,5501744,1,1,1,1,1
12251,3370745,1,1,2,1,1
34167,1682523,1,1,3,1,1
36468,5352125,1,1,2,1,1
36520,5484397,1,1,3,3,1
30518,4423842,1,1,2,1,1
23459,1406232,1,0,2,1,1
4384,3709432,1,1,2,1,3
13921,1986737,1,1,3,1,1
9425,6531269,1,0,2,4,1
5512,6591611,1,1,2,1,2
8169,2673399,1,1,3,3,1
19838,5962448,1,1,3,1,4
3474,6135669,1,0,2,1,2
35335,3139123,1,1,3,1,1
21035,1572266,1,1,2,1,2
34193,6336811,1,1,2,1,2
35276,1787850,1,1,2,1,1
19180,320747,1,1,2,1,1
22913,3723606,1,1,3,1,10
36634,6540615,1,1,2,1,1
24888,3651120,1,0,2,1,1
36089,55176,1,1,3,1,1
31986,4347376,1,1,2,1,1
31839,1055114,1,1,3,1,1
3479,4163967,1,1,3,1,1
11047,6128964,1,0,3,2,1
16424,2498395,1,1,3,1,6
28162,589166,1,1,4,1,1
32999,4814237,1,1,2,1,1
18902,4984912,1,0,3,1,1
29645,3971513,1,1,3,1,2
25604,6469663,1,1,3,1,1
22065,3596713,1,1,4,4,30
25877,2462492,1,1,3,1,1
14396,5840808,1,1,2,1,5
351,3226808,1,0,2,4,2
7066,1867694,1,1,2,1,1
3717,1898340,1,1,3,1,10
20462,768520,1,0,4,4,1
31792,5209973,1,1,4,1,1
5421,1403769,1,1,1,1,1
3593,1754333,1,0,3,1,1
32404,943572,1,0,2,1,1
6798,3560329,1,1,1,2,1
29135,5805948,1,1,2,4,1
27865,2333435,1,1,3,1,3
34043,5410642,1,1,3,1,1
21557,1233789,1,1,1,4,1
11267,2987285,1,1,3,1,5
20333,1808560,1,1,2,1,1
36865,39553,1,1,3,1,1
31080,2067043,1,0,3,1,1
36818,5930107,1,1,2,2,1
10847,1233899,1,1,3,2,1
27007,746967,1,1,3,1,2
27804,3270945,1,0,3,1,1
30383,2705531,1,0,2,1,1
19926,4748312,1,1,2,1,7
18746,6584128,1,1,2,2,1
29451,2160991,1,1,2,2,2
4661,436498,1,1,1,1,2
23853,1041447,1,1,3,2,2
3752,5884640,1,1,3,1,1
